i,x,probability
851,[1 1 1 1 1 1 0 0 0 1],0.0002431135357278398
852,[1 1 1 1 1 0 1 1 0 0],0.0002542064577781589
853,[1 1 1 1 1 0 1 0 1 0],0.0003475764557364783
854,[1 1 1 1 1 0 1 0 0 1],0.0002627532701762515
855,[1 1 1 1 1 0 0 1 1 0],0.00041057486451097564
856,[1 1 1 1 1 0 0 1 0 1],0.0003103774335745613
857,[1 1 1 1 1 0 0 0 1 1],0.00042437902343368057
858,[1 1 1 1 0 1 1 1 0 0],0.0002603480958110331
859,[1 1 1 1 0 1 1 0 1 0],0.000355973916597782
860,[1 1 1 1 0 1 1 0 0 1],0.00026910139953331447
861,[1 1 1 1 0 1 0 1 1 0],0.0004204943694097195
862,[1 1 1 1 0 1 0 1 0 1],0.0003178761645951986
863,[1 1 1 1 0 1 0 0 1 1],0.0004346320373557298
864,[1 1 1 1 0 0 1 1 1 0],0.00045446367402920523
865,[1 1 1 1 0 0 1 1 0 1],0.0003435555388079048
866,[1 1 1 1 0 0 1 0 1 1],0.00046974344228381505
867,[1 1 1 1 0 0 0 1 1 1],0.0005548846792914562
868,[1 1 1 0 1 1 1 1 0 0],0.0002108516426366569
869,[1 1 1 0 1 1 1 0 1 0],0.00028829742278939244
870,[1 1 1 0 1 1 1 0 0 1],0.0002179407994157417
871,[1 1 1 0 1 1 0 1 1 0],0.0003405514767961182
872,[1 1 1 0 1 1 0 1 0 1],0.0002574426797751043
873,[1 1 1 0 1 1 0 0 1 1],0.00035200134164026724
874,[1 1 1 0 1 0 1 1 1 0],0.00036806265814711314
875,[1 1 1 0 1 0 1 1 0 1],0.0002782399827773145
876,[1 1 1 0 1 0 1 0 1 1],0.00038043749125490114
877,[1 1 1 0 1 0 0 1 1 1],0.0004493919793730248
878,[1 1 1 0 0 1 1 1 1 0],0.00037695506646559
879,[1 1 1 0 0 1 1 1 0 1],0.0002849622717208261
880,[1 1 1 0 0 1 1 0 1 1],0.00038962887602869516
881,[1 1 1 0 0 1 0 1 1 1],0.0004602493072958055
882,[1 1 1 0 0 0 1 1 1 1],0.0004974301830882344
883,[1 1 0 1 1 1 1 1 0 0],0.0001930785895207524
884,[1 1 0 1 1 1 1 0 1 0],0.00026399632964000736
885,[1 1 0 1 1 1 1 0 0 1],0.00019957018889688746
886,[1 1 0 1 1 1 0 1 1 0],0.0003118457981961788
887,[1 1 0 1 1 1 0 1 0 1],0.00023574238678839807
888,[1 1 0 1 1 1 0 0 1 1],0.00032233053394054815
889,[1 1 0 1 1 0 1 1 1 0],0.0003370380140351285
890,[1 1 0 1 1 0 1 1 0 1],0.00025478664880736684
891,[1 1 0 1 1 0 1 0 1 1],0.00034836975085315137
892,[1 1 0 1 1 0 0 1 1 1],0.00041151194476963474
893,[1 1 0 1 0 1 1 1 1 0],0.00034518086572982826
894,[1 1 0 1 0 1 1 1 0 1],0.0002609423042783598
895,[1 1 0 1 0 1 1 0 1 1],0.0003567863777557211
896,[1 1 0 1 0 1 0 1 1 1],0.00042145408956433824
897,[1 1 0 1 0 0 1 1 1 1],0.0004555009244164582
898,[1 1 0 0 1 1 1 1 1 0],0.00027955630833076834
899,[1 1 0 0 1 1 1 1 0 1],0.0002113328823054708
900,[1 1 0 0 1 1 1 0 1 1],0.00028895542172422713
901,[1 1 0 0 1 1 0 1 1 1],0.00034132873837140434
902,[1 1 0 0 1 0 1 1 1 1],0.0003689027101832016
903,[1 1 0 0 0 1 1 1 1 1],0.00037781541419195915
904,[1 0 1 1 1 1 1 1 0 0],0.00029839820644962124
905,[1 0 1 1 1 1 1 0 1 0],0.0004079998277871934
906,[1 0 1 1 1 1 1 0 0 1],0.00030843081346024984
907,[1 0 1 1 1 1 0 1 1 0],0.00048195000337201386
908,[1 0 1 1 1 1 0 1 0 1],0.00036433405473085907
909,[1 0 1 1 1 1 0 0 1 1],0.0004981539043274938
910,[1 0 1 1 1 0 1 1 1 0],0.0005208839527109506
911,[1 0 1 1 1 0 1 1 0 1],0.00039376649280554326
912,[1 0 1 1 1 0 1 0 1 1],0.0005383968729723331
913,[1 0 1 1 1 0 0 1 1 1],0.0006359815790898784
914,[1 0 1 1 0 1 1 1 1 0],0.000533468529525577
915,[1 0 1 1 0 1 1 1 0 1],0.00040327990678181764
916,[1 0 1 1 0 1 1 0 1 1],0.0005514045626302921
917,[1 0 1 1 0 1 0 1 1 1],0.0006513469190914075
918,[1 0 1 1 0 0 1 1 1 1],0.000703965464111735
919,[1 0 1 0 1 1 1 1 1 0],0.0004320473917622677
920,[1 0 1 0 1 1 1 1 0 1],0.00032660976652205894
921,[1 0 1 0 1 1 1 0 1 1],0.0004465734901027741
922,[1 0 1 0 1 1 0 1 1 1],0.0005275151615337021
923,[1 0 1 0 1 0 1 1 1 1],0.0005701300560891045
924,[1 0 1 0 0 1 1 1 1 1],0.0005839044207011051
925,[1 0 0 1 1 1 1 1 1 0],0.0003956293627331506
926,[1 0 0 1 1 1 1 1 0 1],0.00029907925902407964
927,[1 0 0 1 1 1 1 0 1 1],0.00040893103088120375
928,[1 0 0 1 1 1 0 1 1 1],0.00048304998749880255
929,[1 0 0 1 1 0 1 1 1 1],0.0005220727981842822
930,[1 0 0 1 0 1 1 1 1 1],0.000534686097552372
931,[1 0 0 0 1 1 1 1 1 1],0.00043303348009017284
932,[0 1 1 1 1 1 1 1 0 0],0.00018576498096190683
933,[0 1 1 1 1 1 1 0 1 0],0.0002539964336352178
934,[0 1 1 1 1 1 1 0 0 1],0.00019201068556081284
935,[0 1 1 1 1 1 0 1 1 0],0.00030003341597198375
936,[0 1 1 1 1 1 0 1 0 1],0.00022681271964105756
937,[0 1 1 1 1 1 0 0 1 1],0.00031012100124375234
938,[0 1 1 1 1 0 1 1 1 0],0.0003242713778678455
939,[0 1 1 1 1 0 1 1 0 1],0.00024513560557143697
940,[0 1 1 1 1 0 1 0 1 1],0.0003351738807268645
941,[0 1 1 1 1 0 0 1 1 1],0.00039592431649451243
942,[0 1 1 1 0 1 1 1 1 0],0.0003321057871298779
943,[0 1 1 1 0 1 1 1 0 1],0.00025105809145770433
944,[0 1 1 1 0 1 1 0 1 1],0.0003432716948874102
945,[0 1 1 1 0 1 0 1 1 1],0.00040548986357610714
946,[0 1 1 1 0 0 1 1 1 1],0.00043824704107474154
947,[0 1 1 0 1 1 1 1 1 0],0.00026896701712886945
948,[0 1 1 0 1 1 1 1 0 1],0.00020332782083992367
949,[0 1 1 0 1 1 1 0 1 1],0.00027801010225254137
950,[0 1 1 0 1 1 0 1 1 1],0.0003283995741977417
951,[0 1 1 0 1 0 1 1 1 1],0.00035492907372110596
952,[0 1 1 0 0 1 1 1 1 1],0.0003635041741225309
953,[0 1 0 1 1 1 1 1 1 0],0.0002462953176245152
954,[0 1 0 1 1 1 1 1 0 1],0.00018618896380025453
955,[0 1 0 1 1 1 1 0 1 1],0.0002545761453134104
956,[0 1 0 1 1 1 0 1 1 1],0.00030071820068568086
957,[0 1 0 1 1 0 1 1 1 1],0.0003250114823723189
958,[0 1 0 1 0 1 1 1 1 1],0.0003328637725883313
959,[0 1 0 0 1 1 1 1 1 1],0.00026958089709027913
960,[0 0 1 1 1 1 1 1 1 0],0.00038064334952165056
961,[0 0 1 1 1 1 1 1 0 1],0.0002877504595233116
962,[0 0 1 1 1 1 1 0 1 1],0.0003934411648382946
963,[0 0 1 1 1 1 0 1 1 1],0.00046475257538443777
964,[0 0 1 1 1 0 1 1 1 1],0.0005022972441230142
965,[0 0 1 1 0 1 1 1 1 1],0.0005144327653260433
966,[0 0 1 0 1 1 1 1 1 1],0.00041663063928780734
967,[0 0 0 1 1 1 1 1 1 1],0.0003815121152432236
968,[1 1 1 1 1 1 1 1 0 0],0.00014349295409419555
969,[1 1 1 1 1 1 1 0 1 0],0.00019619789695013345
970,[1 1 1 1 1 1 1 0 0 1],0.00014831740808254177
971,[1 1 1 1 1 1 0 1 1 0],0.0002317588652170183
972,[1 1 1 1 1 1 0 1 0 1],0.00017520001347351815
973,[1 1 1 1 1 1 0 0 1 1],0.00023955095500072194
974,[1 1 1 1 1 0 1 1 1 0],0.0002504813216006192
975,[1 1 1 1 1 0 1 1 0 1],0.0001893534078111746
976,[1 1 1 1 1 0 1 0 1 1],0.0002589028891865027
977,[1 1 1 1 1 0 0 1 1 1],0.0003058291690788202
978,[1 1 1 1 0 1 1 1 1 0],0.00025653296019671436
979,[1 1 1 1 0 1 1 1 0 1],0.0001939281936023456
980,[1 1 1 1 0 1 1 0 1 1],0.0002651579931871904
981,[1 1 1 1 0 1 0 1 1 1],0.0003132180138500885
982,[1 1 1 1 0 0 1 1 1 1],0.00033852108304390405
983,[1 1 1 0 1 1 1 1 1 0],0.00020776182702400664
984,[1 1 1 0 1 1 1 1 0 1],0.00015705925579072874
985,[1 1 1 0 1 1 1 0 1 1],0.00021474709944619178
986,[1 1 1 0 1 1 0 1 1 1],0.0002536701200673178
987,[1 1 1 0 1 0 1 1 1 1],0.00027416265982123795
988,[1 1 1 0 0 1 1 1 1 1],0.0002807864404815288
989,[1 1 0 1 1 1 1 1 1 0],0.000190249219861073
990,[1 1 0 1 1 1 1 1 0 1],0.0001438204568864049
991,[1 1 0 1 1 1 1 0 1 1],0.00019664569147413905
992,[1 1 0 1 1 1 0 1 1 1],0.00023228782272546864
993,[1 1 0 1 1 0 1 1 1 1],0.00025105301052247834
994,[1 1 0 1 0 1 1 1 1 1],0.0002571184611454439
995,[1 1 0 0 1 1 1 1 1 1],0.00020823601461666152
996,[1 0 1 1 1 1 1 1 1 0],0.0002940254853005445
997,[1 0 1 1 1 1 1 1 0 1],0.00022227097521372582
998,[1 0 1 1 1 1 1 0 1 1],0.00030391107469542495
999,[1 0 1 1 1 1 0 1 1 1],0.00035899511102403933
1000,[1 0 1 1 1 0 1 1 1 1],0.0003879962467595796
1001,[1 0 1 1 0 1 1 1 1 1],0.00039737025136409894
1002,[1 0 1 0 1 1 1 1 1 1],0.00032182363375484624
1003,[1 0 0 1 1 1 1 1 1 1],0.00029469655774465493
1004,[0 1 1 1 1 1 1 1 1 0],0.00018304278477086801
1005,[0 1 1 1 1 1 1 1 0 1],0.00013837269322171107
1006,[0 1 1 1 1 1 1 0 1 1],0.00018919696494368765
1007,[0 1 1 1 1 1 0 1 1 1],0.00022348901073591872
1008,[0 1 1 1 1 0 1 1 1 1],0.0002415433934746296
1009,[0 1 1 1 0 1 1 1 1 1],0.0002473790913751442
1010,[0 1 1 0 1 1 1 1 1 1],0.0002003482591563566
1011,[0 1 0 1 1 1 1 1 1 1],0.00018346055457346677
1012,[0 0 1 1 1 1 1 1 1 1],0.00028353377023759174
1013,[1 1 1 1 1 1 1 1 1 0],0.0001413902113110645
1014,[1 1 1 1 1 1 1 1 0 1],0.0001068850889631603
1015,[1 1 1 1 1 1 1 0 1 1],0.00014614396785039255
1016,[1 1 1 1 1 1 0 1 1 1],0.00017263263609766408
1017,[1 1 1 1 1 0 1 1 1 1],0.00018657862688726358
1018,[1 1 1 1 0 1 1 1 1 1],0.00019108637386201687
1019,[1 1 1 0 1 1 1 1 1 1],0.00015475771270296787
1020,[1 1 0 1 1 1 1 1 1 1],0.00014171291488412668
1021,[1 0 1 1 1 1 1 1 1 1],0.000219013820937542
1022,[0 1 1 1 1 1 1 1 1 1],0.0001363449826355637
1023,[1 1 1 1 1 1 1 1 1 1],0.00010531879707893253
